Id,SalePrice
391,160773.27425092424
798,110263.01034646298
481,216936.52549375177
193,147761.8511509779
555,130228.48049054762
899,104133.94760863709
2357,163620.9368177715
328,145662.7780440199
1356,109189.58517639861
1154,121212.0498912931
1730,206676.4372518281
2249,182374.26909993245
1119,275153.82349300047
2856,130450.09442139485
1394,115222.58949913799
2587,152126.7760114473
61,276123.47465600935
2661,131424.17602652748
2711,123584.13287830292
1147,201850.75166000373
757,133063.02883458367
2623,120224.76043306485
2378,154103.2368948527
1413,125781.2843384711
1722,216144.83304065734
1112,243845.4317228892
1623,167344.80229831702
1201,195221.89313869702
1513,123297.19547194711
957,966136.3975566569
1171,246637.5588237785
1145,184825.6892209476
2726,195878.05630649158
703,132466.30732895312
760,121519.31248147438
1964,144663.93648662433
2512,184018.5947389188
159,136186.7350654508
1281,162305.372537098
468,206286.49832562995
290,137351.42665466602
665,141492.25420571773
1463,205967.28110797014
1792,211143.62559669247
923,129083.05405148989
500,302436.8327956256
1408,133722.93924291088
331,108879.47735547906
170,164194.8546269717
2192,122028.46593533998
2571,206988.97844862592
2314,173743.5243621621
2647,103414.0315117003
422,490525.24997279944
2457,330649.501185885
1838,203225.40313925792
2805,218648.48623417114
1645,145416.2268331605
1711,286703.0451845971
2825,215263.05943080081
322,320788.55619093176
2103,259033.56829835134
342,108248.85810307991
600,147258.0733395325
488,167232.1632236358
1725,279952.42295613413
2246,225105.9950414851
2847,150086.45930606918
806,217523.55992398981
530,197980.4095141984
963,184639.01194263875
2678,126448.78642746319
171,100662.45645367917
2401,498060.5525321992
805,219074.76903481298
2259,253776.97942963653
1748,219027.70022867026
1361,110296.91458403386
1677,109778.95590922153
1406,191611.97824819197
2322,238298.7298039715
688,139873.77508667525
143,113109.21960414671
804,219781.86534304736
1214,153064.02041486622
2828,146899.67704183195
1999,146172.5537194415
2467,182635.1380397008
2665,138821.34149545387
1538,270051.8983929524
398,126034.14334701559
2822,131974.0871715831
2157,193254.0055790837
1856,218305.82943581132
1269,125991.16687476286
2570,111030.62173482357
2320,236672.9428563629
1517,100357.61746218428
2304,109080.88234456404
1312,117653.17633681095
2012,152870.05958618957
506,248774.1393493575
2865,157839.83578170772
2367,113803.72351168835
554,113697.31765408043
238,116044.15138609339
1954,122244.40035743246
2488,125792.0977871929
2291,111178.36844212234
1969,114835.49923267654
2725,151272.39095946957
1482,213443.2568656367
2763,216700.22324698718
503,233710.49041158575
1584,253044.59391745215
1531,140762.4921216126
2210,151791.2593120011
459,291513.1581029485
556,129782.8865674912
1347,120415.31417613677
1290,95735.75136126217
1388,101657.46010161685
1571,629997.1592997519
2754,202695.74999152467
765,128385.86632466917
2494,116210.5411216724
2870,214749.11883165673
7,182993.9102069326
1114,267170.5228262849
2418,249916.8639063614
291,93126.54451330546
18,340147.5014560374
39,372529.1637434601
1001,220320.85988112874
2442,213558.23123373665
616,139573.26543997574
2680,98769.72511100101
1414,119393.30101799875
289,130871.79776498304
40,231339.24078789202
860,126896.93158011208
409,129967.9970370255
673,110675.28800773212
2427,184092.16791185012
2036,168634.788473899
2564,128814.20868517007
642,156367.45989057276
1008,187467.77506551548
1908,154557.821234162
2519,213833.48275867465
1369,114672.57417699078
2855,115389.56640858552
712,106191.03219948067
1943,105102.26955510041
1958,132478.14175643097
107,182520.2092719215
2295,229286.2956118117
704,94477.70228540464
676,143540.37432930377
259,186403.78687598734
93,264204.7329050417
106,213529.1114181124
2315,156147.19349631536
1050,116549.77312869199
1095,232282.480910567
2709,165013.02717279972
758,97468.90872479543
1496,149658.92777296578
2370,114729.86463590885
2458,263459.4386566884
2733,159463.52482864558
161,221591.49240837237
726,174809.2478433672
845,196776.05453295726
947,239356.93159371876
2232,84548.702121896
2563,124949.81618855025
2299,139175.22428697077
211,95486.98174418749
605,142311.631242703
1478,202985.1962693647
2247,234865.5245795791
2274,252059.5064394699
2869,232662.48565822782
967,183520.3093773266
2656,123072.27385162428
667,165353.1574463346
1042,116881.93613717316
2023,154401.7282174113
2447,386253.53935615614
2055,117822.3332170897
2275,292828.87143875303
2204,149510.9884314468
1563,230286.27377233884
483,211419.86555515995
796,150935.82199813155
1526,136768.36483980293
2042,107318.03411908894
442,360502.31317972037
1693,298723.9931671717
1468,212994.7771829967
1430,173766.6754268261
2605,139711.14397354695
1529,152846.0338456115
335,135947.22289664598
1287,134538.44684102084
31,114730.38427243968
1785,341363.33105541876
82,155665.2884514031
2620,132516.8923113239
252,196758.17605515182
721,111527.38800758196
2165,201966.01722048392
2316,176003.83060385927
775,142654.0933879579
1558,141225.91983942123
17,165620.6360442716
1022,212824.22146092932
925,128883.8945960342
438,275972.20954649895
1270,119139.8374757242
1272,112846.26707183883
215,135273.3419672581
266,231024.4818510511
2402,263970.85135800205
1250,127285.26309650057
1984,127191.429600724
1279,134764.5811751518
377,190464.2025595099
1252,128683.61703573648
2156,245386.14503419457
499,330144.73938476987
1374,135289.29495903925
2898,154476.96520405594
401,135862.90320588739
2721,166827.66447905469
2078,235013.87953049064
2589,123927.1917660236
1946,180936.40412361367
1334,114398.29799380207
2781,251476.36641524182
431,358061.81021353084
576,207437.83940432357
1474,204680.91281218067
2254,119373.31506636876
2155,270167.22069233976
885,153013.1410794912
643,122404.1956913207
1944,145241.92476826243
480,207971.70434083414
2845,122992.49253714168
2387,285218.84839832643
2407,198137.11059977402
2527,179544.37616283345
2514,172366.37626542588
629,168691.29196575214
80,190993.46485142177
1876,136474.4127029793
1546,101786.90457437708
2518,174872.30865401507
2347,175917.19073534262
783,234759.559355474
1322,108006.95266616119
194,119079.28869384718
1770,297010.7235694673
2143,171057.90112902035
1229,212545.91621348762
511,270957.4299864214
46,213109.1709350155
1348,154126.56793073902
2465,182669.3327612676
387,215498.6629745784
873,228073.8919160407
1918,109508.21211643727
2764,219851.0222053949
2184,105497.91260306005
934,166835.22968323555
1920,107955.23817356314
2631,157079.84810935427
1768,551658.3124530934
2040,130445.82467284348
1749,205425.24339721393
834,220604.12239524233
1457,218985.3339480971
79,118287.6317167175
2302,117475.82275533178
1817,177194.99365512095
2755,244760.24315783358
359,191868.0806817326
2059,117481.58432975832
2092,258521.33961620883
2516,199690.576506501
150,99157.75027460075
1656,156981.209018816
83,106835.60856965202
2411,217575.91951134364
795,119523.47230000058
2312,195037.76273218388
2917,145721.8562668402
1624,178086.0330395699
2215,171480.3615077239
1211,126727.50178473325
1485,216488.0566615786
1024,220568.96174173235
570,215063.61970696534
2874,140419.55709399332
700,108546.07223736084
2756,183901.7954791834
2022,115249.7433612935
583,212189.3325475447
2392,385356.00422583445
2424,188205.82764649685
212,87899.96148036965
736,127127.23800268737
1610,179915.75129548987
890,115882.15028072054
467,210671.26477234383
578,179076.47364296106
1747,217568.821224636
1149,186181.27167781492
2758,212061.97749988778
857,137517.3685071648
2219,202715.55117300022
733,100290.58748100797
2909,120254.4587369847
1798,237363.79444786746
235,123632.18148326567
2366,163143.91430164163
1027,134144.87538169694
1195,150366.65469641882
1303,105546.63411986906
148,197530.83517015696
608,160251.23403938592
2515,169583.52374603774
821,313895.33376696316
2500,229380.80275910665
745,108678.02102835444
741,119262.15278093277
1611,173359.85505734824
2532,129005.53299251138
1081,244130.0961577429
1692,388130.8465463198
2520,180999.33048680105
276,93854.50684279737
1992,127857.74596589203
663,95239.81648066572
418,105571.7371144737
1733,225195.96431280224
2359,139465.75944044677
253,195592.45256411517
1518,149195.39247603837
2035,133965.20163711137
2919,88065.3139615834
1540,212222.6413781407
2120,150262.489526093
1674,190522.80532599293
256,149663.16303910938
2361,115581.1863010573
978,119061.67642580131
2280,173343.8744872278
2095,234299.93323995403
1709,297768.1789809645
2801,198701.8155436962
1246,144667.91882291867
2373,121917.1558134187
1055,266480.8509442269
2017,148329.17838080248
1099,291655.4277296457
1344,112271.11694249572
835,155157.866495292
1117,227153.65813356196
2043,114103.57686724013
2085,122972.42428501173
410,142594.53622151894
2650,109835.32165224421
2867,160197.4255039434
1668,111047.47568692434
1161,166290.06940919693
2122,195241.29237160852
2539,131947.77678085252
1047,133551.61480326907
1445,117901.93345632372
541,131979.46228752652
569,202910.5638549115
1276,142511.1015331343
918,129596.98968408904
326,168555.80783529233
1936,122792.81019782957
895,105611.84116007767
257,158988.629695981
1241,170799.91469887583
1545,106996.39249742898
1189,188603.4709670858
270,193187.04792160055
2066,173676.0945606003
693,130727.95626842513
1259,198866.2858958986
2916,133818.39242246724
2321,279450.0524181039
1977,94785.03600875524
1895,139677.42586439563
1240,163041.03725957935
85,153447.8569515782
1823,116288.8212000625
825,292287.97417182865
110,213344.20823751384
697,145895.88465127457
2297,111619.37271675828
1231,138744.40062716324
1355,114480.11057737719
968,400983.7850202383
584,196252.23230472798
1315,116517.92072048993
1606,141479.0689953917
206,123041.15017540737
1685,375592.8798828338
2016,127294.98211106836
869,186892.53199224875
2135,145792.32996888098
2346,183024.93386187914
2430,235887.2319503551
2198,103034.32297112329
2652,121614.40711456629
27,133176.3417541764
241,183620.2283016563
906,133753.1279432895
1506,132162.70374363448
2098,290310.8459222334
1435,212721.80329102327
2213,139620.83558763115
1274,139747.02893861753
743,81470.9706640057
1737,196732.8136686808
2797,273263.11837305734
2185,84345.15395662971
58,175079.52983840954
830,198786.83171668465
808,120600.07552413737
680,115854.45928908119
1153,111295.83244801688
1291,133546.24926336913
1818,158804.5914282805
2161,182813.61573346079
1883,130045.2097687313
350,222449.99174506092
2473,131961.200958262
295,165029.33962755575
293,146624.54628694907
859,149045.18912828373
288,108105.55458722831
1578,162752.00623393903
102,236407.61393897905
2831,163745.93376291322
1030,145713.79562528327
2551,131192.27996676276
1286,162707.53381541595
958,322169.9518924492
776,132818.17072005622
72,233861.97062163515
2263,247165.02194698
1866,159471.87796968885
2876,97189.01940484428
2146,212572.01513900934
103,169782.77653428345
1500,154983.57328851795
492,184898.65691284093
167,137324.57883471204
2597,131567.04183931174
2685,115733.71703971794
1035,149421.05372444924
1220,104693.56046877093
2602,150439.00520605253
2159,196361.07242187945
695,130746.54205987608
1109,275523.42432580236
640,183046.24378236564
1652,178042.79040083184
2090,195680.5820272908
1188,139984.69822250918
2345,171846.15451925676
1059,331159.3834806338
2751,207210.48857508195
128,184943.40515281237
1523,171725.86484634748
2925,170490.77109047378
2145,238879.84649928994
1121,193131.00558872407
566,206889.2538771001
565,230929.90194081535
1331,119097.81904350217
2928,114886.15438053127
156,143570.0757363366
797,131904.81130836648
327,106322.32263400579
2859,138694.87834842296
1453,123005.16202286698
1762,328999.2812195821
1868,168308.92296315814
1760,168797.7932030214
1113,256005.04145361853
1812,196560.68188677274
117,134834.74884526458
1142,212419.55041220793
2342,436233.61700062756
927,138396.98280103895
2478,149973.45349406372
655,112050.85705494438
2064,134479.56773464556
369,247023.03084025803
2239,117273.083780106
2732,183451.23492719422
1653,170361.7929283793
959,183853.66479725172
2395,313654.57785289234
1412,108571.8029332613
271,226382.0477283614
1484,216874.49297347918
1497,177296.58600980096
552,153352.38192942785
2,114985.45994681465
1855,257842.9338659839
4,251591.00445000624
2292,189547.9212303287
134,136916.3016516538
646,121471.05353592164
42,360683.33976949536
532,192997.430086603
713,93346.790713878
2561,133705.16967890062
2360,134906.66679983537
1333,134497.22247856206
1407,181587.25943917036
2892,305297.55729582737
574,202968.36011251752
1227,154170.9367482336
2591,248242.6815994574
1476,206205.06992829565
1125,270872.5842544229
1446,149398.42211543786
408,110299.45947422094
1101,288574.9708642527
2251,260246.59873197848
373,160564.66299374
2554,130734.64074339985
2382,266468.3691590086
1985,102886.33649666361
519,198655.3537220574
1093,184819.70028615708
864,217399.98803167473
2889,155706.4245721954
2308,174262.48939793528
986,164561.96718693094
1302,174940.8267205729
585,150508.21675251474
2708,117422.33769249181
147,112855.94559186396
1441,229773.58339886888
383,186491.3419373629
285,139637.8624902285
181,108661.44502526731
358,193928.84612154122
780,161226.940425473
258,176416.38411356995
1865,165744.7878287046
692,104951.34241168694
2902,324190.660937114
508,228739.1416895148
2638,123338.382274612
36,138578.98920730388
611,161770.38325083675
2281,161698.82801055638
1678,147958.52871023686
1696,428859.43414081994
1557,89802.59464288752
2180,146123.0934576895
1726,214021.78192749358
951,147076.99574119013
267,204208.25581192196
2706,154553.64259062006
2221,221649.44214557714
1357,115263.0929438128
2901,326621.3939338411
347,169144.01995159953
2164,196764.8430259998
1586,307328.34400195227
360,185896.84150799213
1769,193257.92511412682
2617,171328.3084785659
1879,113839.5580021389
991,184937.1007654434
1535,106907.03947773656
1191,131211.15199028733
1579,223108.08877880863
1882,119900.46135448829
1510,116297.34170436954
2196,94551.57474630154
1845,218704.11117409187
2336,341114.233714877
942,105534.81232816126
861,132231.84666259875
2555,108114.23755490336
1392,141413.22700308717
2099,256814.50506932804
1543,142494.8213300325
948,238266.59551590643
1239,132238.56652537445
22,219895.84883611026
2796,235235.52844201608
2747,201695.13317941036
92,279648.59175179433
210,167809.21231115333
1858,207419.26704042562
2228,143086.5722903212
447,197164.46367840277
827,225385.19304192494
1649,213882.6025478652
682,109548.50381626094
2698,105860.79618617239
494,153764.93415879027
214,95967.82041235834
2441,205030.27262027838
2679,106149.7443812122
1336,144993.89706163577
465,207889.53912808484
1524,135061.59700296703
2543,126667.79805196369
631,131022.41736470677
2452,292689.1501381631
228,164423.2890869444
126,103943.13030461027
1092,215818.37945595404
1122,195643.1235991075
932,203178.35373923712
1980,105034.78780998726
2171,117316.20350560147
551,148160.0259377764
2768,165002.06219702854
2056,108868.11530312937
1159,253271.24371914638
2645,115086.16661710544
1174,186955.15333196832
2266,222674.14839319783
2462,309343.1827687142
1219,145682.8178621141
2922,132207.40842836577
118,137284.97010754744
474,199847.1601681776
2576,121712.66460912996
872,254638.5518596643
1077,215163.2060173262
1536,122505.09395314528
1150,128282.05069479381
2341,273837.40750335116
1931,150488.5072213655
2785,141958.69292614755
2538,115969.29408970954
597,167698.5958283874
464,178439.4111884764
233,224421.7151242382
2169,158962.03458008458
2123,183021.6957842764
1867,147464.92916865513
137,193707.91592769514
515,200268.736847305
933,124898.83658187371
2784,160391.10258996746
972,174499.69617360746
599,143775.62797280258
2614,147574.4162371538
2582,176946.10190468543
1409,181316.49992991678
175,109785.3471297459
352,154474.16519067987
976,134566.79353610886
2134,192543.94333733767
984,110308.98052094446
2396,387814.8392785203
1673,144814.96653807352
404,128031.27306527049
607,178206.76265865634
814,209888.34213664057
868,183342.63409539295
2271,201840.728399749
1633,194827.96701108385
337,128927.42930444682
2765,184359.49587227352
1746,262031.80000206927
368,291118.5384829875
2806,193370.10053301894
1662,145719.844555973
1234,230146.889656913
1373,137843.09768866407
1672,128063.07291157832
1939,139988.6992381752
